Order ID,Customer ID,Order Date,Product Name,Product Category,Product Type,Revenue,Discount Applied,Discount Amount,Coupon Code,Subscription Status,Subscription Start Date,Subscription End Date,Is Upsell,Upsell Source,Churned,Order Count,Fulfillment Status,Payment Method,Device Used,Traffic Source,Country,Region,Shipping Fee,Tax Collected,Refund Status,Customer Segment,Customer Email Opt-in,Average Session Duration,Pageviews,Cart Abandonment,Is First Purchase,Bundle Purchase,Loyalty Points Earned,Review Left,Customer Satisfaction Score,Shipping Method,Gift Order,Affiliate Source,Is Repeat Subscription
1087,CUST0039,2025-02-25,Vitamin Pack,Nutrition,One-Time,65.67,No,15.95,,Churned,2025-01-26,2025-03-28,No,,No,7,Pending,PayPal,Desktop,Email,UK,East,5.06,6.31,None,VIP,No,183,16,No,No,No,239,Yes,1,Standard,No,Yes,No
1088,CUST0027,2025-02-26,Pre-Workout,Nutrition,Subscription,99.37,No,8.95,NEW20,Active,2025-01-27,2025-03-29,No,PostPilot,Yes,6,Pending,Shop Pay,Mobile,Ads,UK,North,13.17,1.69,Partial,Returning,No,187,12,No,Yes,Yes,239,Yes,4,Express,No,Yes,Yes
1089,CUST0005,2025-02-27,Shaker Bottle,Nutrition,Subscription,32.48,No,2.31,NEW20,,2025-01-28,2025-03-30,Yes,OneClickUpsell,No,9,Unfulfilled,PayPal,Tablet,Ads,Australia,North,3.5,1.12,Partial,Returning,Yes,192,10,Yes,No,Yes,386,Yes,9,Standard,Yes,No,No
1090,CUST0004,2025-02-28,Vitamin Pack,Nutrition,One-Time,25.8,No,12.0,BFCM,,2025-01-29,2025-03-31,Yes,,No,9,Pending,Credit Card,Mobile,Organic,UK,West,8.97,8.6,None,New,No,67,11,No,Yes,Yes,298,No,7,Standard,No,Yes,No
1091,CUST0009,2025-03-01,Shaker Bottle,Fitness,Subscription,57.83,Yes,1.37,NEW20,Active,2025-01-30,2025-04-01,No,,No,5,Pending,Credit Card,Mobile,Ads,Canada,East,11.37,7.49,Partial,New,Yes,234,10,Yes,Yes,No,412,No,5,Standard,No,Yes,Yes
1092,CUST0020,2025-03-02,Protein Bar,Fitness,Subscription,81.46,Yes,2.38,NEW20,Churned,2025-01-31,2025-04-02,Yes,Zipify,No,7,Pending,Credit Card,Desktop,Organic,Australia,East,3.74,1.36,Partial,New,No,219,13,Yes,Yes,Yes,230,No,6,Overnight,No,No,Yes
1093,CUST0001,2025-03-03,Pre-Workout,Fitness,Subscription,81.43,No,11.71,,,2025-02-01,2025-04-03,No,PostPilot,Yes,3,Unfulfilled,Credit Card,Tablet,Referral,USA,East,3.17,7.33,None,New,No,71,12,No,No,Yes,3,No,7,Standard,Yes,Yes,Yes
1094,CUST0031,2025-03-04,Pre-Workout,Nutrition,One-Time,61.77,No,5.07,BFCM,,2025-02-02,2025-04-04,No,Zipify,No,2,Pending,Credit Card,Desktop,Referral,USA,East,5.49,1.51,Partial,Returning,Yes,256,6,Yes,Yes,Yes,127,Yes,2,Overnight,No,Yes,No
1095,CUST0019,2025-03-05,Vitamin Pack,Fitness,One-Time,79.11,No,3.72,,,2025-02-03,2025-04-05,Yes,,No,8,Fulfilled,Shop Pay,Desktop,Organic,Canada,South,2.89,6.99,Partial,New,No,48,15,No,No,No,87,Yes,9,Overnight,Yes,No,No
1096,CUST0026,2025-03-06,Protein Bar,Nutrition,Subscription,51.23,No,18.81,SUMMER10,Churned,2025-02-04,2025-04-06,Yes,Zipify,Yes,2,Unfulfilled,PayPal,Desktop,Organic,UK,North,14.34,9.29,None,VIP,Yes,176,5,Yes,No,No,11,No,6,Express,No,No,Yes
1097,CUST0030,2025-03-07,Protein Bar,Nutrition,One-Time,78.39,No,3.37,,Churned,2025-02-05,2025-04-07,No,OneClickUpsell,No,8,Pending,PayPal,Tablet,Email,USA,North,4.68,2.02,None,Returning,No,220,2,Yes,No,No,487,No,2,Standard,Yes,No,No
1098,CUST0014,2025-03-08,Vitamin Pack,Fitness,One-Time,16.21,No,4.11,NEW20,Churned,2025-02-06,2025-04-08,Yes,Zipify,No,7,Unfulfilled,PayPal,Mobile,Organic,Canada,South,7.87,0.18,Partial,VIP,Yes,278,19,No,No,Yes,122,No,8,Overnight,No,Yes,No
1099,CUST0018,2025-03-09,Vitamin Pack,Nutrition,Subscription,93.25,Yes,17.3,,Active,2025-02-07,2025-04-09,Yes,Zipify,Yes,7,Fulfilled,Shop Pay,Mobile,Organic,Canada,South,2.05,5.01,None,Returning,No,144,9,Yes,No,Yes,14,No,3,Express,Yes,No,Yes
1100,CUST0012,2025-03-10,Energy Drink,Health,One-Time,32.05,Yes,7.98,NEW20,Churned,2025-02-08,2025-04-10,Yes,,Yes,1,Pending,PayPal,Mobile,Email,Canada,North,13.41,1.5,Full,VIP,Yes,208,12,No,No,No,44,No,3,Standard,Yes,No,Yes
